"Date","Season","Sweek","Block","Rotation","Tillage","Cover","NitrateN"
2019-11-22,"2019-20",19,"1","R5","H","Ref",5.23
2019-11-22,"2019-20",19,"2","R4","H","Ref",1.02
2019-11-22,"2019-20",19,"2","R5","H","Ref",2.15
2019-11-22,"2019-20",19,"3","R4","H","Ref",0.69
2019-11-22,"2019-20",19,"3","R5","H","Ref",0.25
2019-11-22,"2019-20",19,"4","R4","H","Ref",0.29
2019-11-22,"2019-20",19,"1","R4","H","V",23.36
2019-11-22,"2019-20",19,"1","R5","H","V",41.23
2019-11-22,"2019-20",19,"2","R4","H","V",11.63
2019-11-22,"2019-20",19,"2","R5","H","V",17.22
2019-11-22,"2019-20",19,"3","R4","H","V",11.08
2019-11-22,"2019-20",19,"3","R5","H","V",26.38
2019-11-22,"2019-20",19,"4","R4","H","V",9.9
2019-11-22,"2019-20",19,"4","R5","H","V",15.53
2019-11-22,"2019-20",19,"1","R4","NT","B",17.14
2019-11-22,"2019-20",19,"1","R5","NT","B",24.54
2019-11-22,"2019-20",19,"2","R4","NT","B",14.25
2019-11-22,"2019-20",19,"2","R5","NT","B",24.24
2019-11-22,"2019-20",19,"3","R4","NT","B",17.03
2019-11-22,"2019-20",19,"3","R5","NT","B",41.26
2019-11-22,"2019-20",19,"4","R4","NT","B",22.55
2019-11-22,"2019-20",19,"4","R5","NT","B",18.42
2019-11-22,"2019-20",19,"1","R4","NT","Ref",1.94
2019-11-22,"2019-20",19,"1","R5","NT","Ref",6.87
2019-11-22,"2019-20",19,"2","R4","NT","Ref",0.18
2019-11-22,"2019-20",19,"2","R5","NT","Ref",3.5
2019-11-22,"2019-20",19,"3","R4","NT","Ref",0.69
2019-11-22,"2019-20",19,"3","R5","NT","Ref",3.85
2019-11-22,"2019-20",19,"4","R4","NT","Ref",1.96
2019-11-22,"2019-20",19,"4","R5","NT","Ref",3.65
2019-11-22,"2019-20",19,"1","R4","NT","V",28.79
2019-11-22,"2019-20",19,"1","R5","NT","V",18.63
2019-11-22,"2019-20",19,"2","R4","NT","V",4.29
2019-11-22,"2019-20",19,"2","R5","NT","V",24.62
2019-11-22,"2019-20",19,"3","R4","NT","V",12.27
2019-11-22,"2019-20",19,"3","R5","NT","V",28.48
2019-11-22,"2019-20",19,"4","R4","NT","V",18.4
2019-11-22,"2019-20",19,"4","R5","NT","V",22.25
2019-12-02,"2019-20",20,"1","R4","P","B",12.64
2019-12-02,"2019-20",20,"1","R5","P","B",23.79
2019-12-02,"2019-20",20,"2","R4","P","B",18.45
2019-12-02,"2019-20",20,"2","R5","P","B",23.41
2019-12-02,"2019-20",20,"3","R4","P","B",15.87
2019-12-02,"2019-20",20,"3","R5","P","B",27.56
2019-12-02,"2019-20",20,"4","R4","P","B",15.93
2019-12-02,"2019-20",20,"4","R5","P","B",24.11
2019-12-02,"2019-20",20,"1","R4","P","Ref",0.54
2019-12-02,"2019-20",20,"1","R5","P","Ref",0.86
2019-12-02,"2019-20",20,"2","R4","P","Ref",2.45
2019-12-02,"2019-20",20,"2","R5","P","Ref",3.97
2019-12-02,"2019-20",20,"3","R4","P","Ref",0.53
2019-12-02,"2019-20",20,"3","R5","P","Ref",4.41
2019-12-02,"2019-20",20,"4","R4","P","Ref",0.14
2019-12-02,"2019-20",20,"4","R5","P","Ref",0.64
2019-12-02,"2019-20",20,"1","R4","P","V",13.77
2019-12-02,"2019-20",20,"1","R5","P","V",21.9
2019-12-02,"2019-20",20,"2","R4","P","V",12.6
2019-12-02,"2019-20",20,"2","R5","P","V",18.52
2019-12-02,"2019-20",20,"3","R4","P","V",10.61
2019-12-02,"2019-20",20,"3","R5","P","V",28.81
2019-12-02,"2019-20",20,"4","R4","P","V",7.26
2019-12-02,"2019-20",20,"4","R5","P","V",16.64
2019-12-02,"2019-20",20,"1","R4","H","B",14.15
2019-12-02,"2019-20",20,"1","R5","H","B",24.35
2019-12-02,"2019-20",20,"2","R4","H","B",22.85
2019-12-02,"2019-20",20,"2","R5","H","B",25.33
2019-12-02,"2019-20",20,"3","R4","H","B",15.8
2019-12-02,"2019-20",20,"3","R5","H","B",17.09
2019-12-02,"2019-20",20,"4","R4","H","B",11.22
2019-12-02,"2019-20",20,"4","R5","H","B",17.33
2019-12-02,"2019-20",20,"1","R4","H","Ref",0.15
2019-12-02,"2019-20",20,"1","R5","H","Ref",4.42
2019-12-02,"2019-20",20,"2","R4","H","Ref",0.54
2019-12-02,"2019-20",20,"2","R5","H","Ref",1.19
2019-12-02,"2019-20",20,"3","R4","H","Ref",0.42
2019-12-02,"2019-20",20,"3","R5","H","Ref",0.15
2019-12-02,"2019-20",20,"4","R4","H","Ref",0.17
2019-12-02,"2019-20",20,"1","R4","H","V",23.84
2019-12-02,"2019-20",20,"1","R5","H","V",32.23
2019-12-02,"2019-20",20,"2","R4","H","V",9.67
2019-12-02,"2019-20",20,"2","R5","H","V",13.53
2019-12-02,"2019-20",20,"3","R4","H","V",11.06
2019-12-02,"2019-20",20,"3","R5","H","V",19.42
2019-12-02,"2019-20",20,"4","R4","H","V",8.14
2019-12-02,"2019-20",20,"4","R5","H","V",14.68
2019-12-02,"2019-20",20,"1","R4","NT","B",16.02
2019-12-02,"2019-20",20,"1","R5","NT","B",23.28
2019-12-02,"2019-20",20,"2","R4","NT","B",14.71
2019-12-02,"2019-20",20,"2","R5","NT","B",23.82
2019-12-02,"2019-20",20,"3","R4","NT","B",17.69
2019-12-02,"2019-20",20,"3","R5","NT","B",28.85
2019-12-02,"2019-20",20,"4","R4","NT","B",23.96
2019-12-02,"2019-20",20,"4","R5","NT","B",19.11
2019-12-02,"2019-20",20,"1","R4","NT","Ref",1.06
2019-12-02,"2019-20",20,"1","R5","NT","Ref",4.15
2019-12-02,"2019-20",20,"2","R4","NT","Ref",0.23
2019-12-02,"2019-20",20,"2","R5","NT","Ref",1.74
2019-12-02,"2019-20",20,"3","R4","NT","Ref",0.3
2019-12-02,"2019-20",20,"3","R5","NT","Ref",2.24
2019-12-02,"2019-20",20,"4","R4","NT","Ref",0.72
2019-12-02,"2019-20",20,"4","R5","NT","Ref",1.53
2019-12-02,"2019-20",20,"1","R4","NT","V",23.32
2019-12-02,"2019-20",20,"1","R5","NT","V",16.29
2019-12-02,"2019-20",20,"2","R4","NT","V",3.09
2019-12-02,"2019-20",20,"2","R5","NT","V",25.21
2019-12-02,"2019-20",20,"3","R4","NT","V",9.52
2019-12-02,"2019-20",20,"3","R5","NT","V",30.15
2019-12-02,"2019-20",20,"4","R4","NT","V",15.64
2019-12-02,"2019-20",20,"4","R5","NT","V",17.42
2019-12-19,"2019-20",23,"1","R4","P","B",12.01
2019-12-19,"2019-20",23,"1","R5","P","B",18.82
2019-12-19,"2019-20",23,"2","R4","P","B",16.66
2019-12-19,"2019-20",23,"2","R5","P","B",18.53
2019-12-19,"2019-20",23,"3","R4","P","B",16.31
2019-12-19,"2019-20",23,"3","R5","P","B",24.22
2019-12-19,"2019-20",23,"4","R4","P","B",13.07
2019-12-19,"2019-20",23,"4","R5","P","B",19.37
2019-12-19,"2019-20",23,"1","R4","P","Ref",0.29
2019-12-19,"2019-20",23,"1","R5","P","Ref",0.39
2019-12-19,"2019-20",23,"2","R4","P","Ref",1.57
2019-12-19,"2019-20",23,"2","R5","P","Ref",2.43
2019-12-19,"2019-20",23,"3","R4","P","Ref",0.51
2019-12-19,"2019-20",23,"3","R5","P","Ref",3.25
2019-12-19,"2019-20",23,"4","R4","P","Ref",0.1
2019-12-19,"2019-20",23,"4","R5","P","Ref",0.44
2019-12-19,"2019-20",23,"1","R4","P","V",10.46
2019-12-19,"2019-20",23,"1","R5","P","V",16.08
2019-12-19,"2019-20",23,"2","R4","P","V",8.99
2019-12-19,"2019-20",23,"2","R5","P","V",12.08
2019-12-19,"2019-20",23,"3","R4","P","V",8.44
2019-12-19,"2019-20",23,"3","R5","P","V",24.25
2019-12-19,"2019-20",23,"4","R4","P","V",2.81
2019-12-19,"2019-20",23,"4","R5","P","V",12.65
2019-12-19,"2019-20",23,"1","R4","H","B",13.47
2019-12-19,"2019-20",23,"1","R5","H","B",18.03
2019-12-19,"2019-20",23,"2","R4","H","B",16.23
2019-12-19,"2019-20",23,"2","R5","H","B",18.47
2019-12-19,"2019-20",23,"3","R4","H","B",14.37
2019-12-19,"2019-20",23,"3","R5","H","B",12.76
2019-12-19,"2019-20",23,"4","R4","H","B",10.17
2019-12-19,"2019-20",23,"4","R5","H","B",13.52
2019-12-19,"2019-20",23,"1","R4","H","Ref",0.11
2019-12-19,"2019-20",23,"1","R5","H","Ref",3.22
2019-12-19,"2019-20",23,"2","R4","H","Ref",0.25
2019-12-19,"2019-20",23,"2","R5","H","Ref",0.51
2019-12-19,"2019-20",23,"3","R4","H","Ref",0.32
2019-12-19,"2019-20",23,"4","R4","H","Ref",0.16
2019-12-19,"2019-20",23,"1","R4","H","V",22.34
2019-12-19,"2019-20",23,"1","R5","H","V",19.94
2019-12-19,"2019-20",23,"2","R4","H","V",6.92
2019-12-19,"2019-20",23,"2","R5","H","V",9.73
2019-12-19,"2019-20",23,"3","R4","H","V",10.39
2019-12-19,"2019-20",23,"3","R5","H","V",13.99
2019-12-19,"2019-20",23,"4","R4","H","V",4.87
2019-12-19,"2019-20",23,"4","R5","H","V",12.8
2019-12-19,"2019-20",23,"1","R4","NT","B",14.46
2019-12-19,"2019-20",23,"1","R5","NT","B",18.29
2019-12-19,"2019-20",23,"2","R4","NT","B",14
2019-12-19,"2019-20",23,"2","R5","NT","B",18.31
2019-12-19,"2019-20",23,"3","R4","NT","B",16.73
2019-12-19,"2019-20",23,"3","R5","NT","B",15.06
2019-12-19,"2019-20",23,"4","R4","NT","B",19.57
2019-12-19,"2019-20",23,"4","R5","NT","B",16.03
2019-12-19,"2019-20",23,"1","R4","NT","Ref",0.71
2019-12-19,"2019-20",23,"1","R5","NT","Ref",1.74
2019-12-19,"2019-20",23,"2","R4","NT","Ref",0.19
2019-12-19,"2019-20",23,"2","R5","NT","Ref",0.61
2019-12-19,"2019-20",23,"3","R4","NT","Ref",0.23
2019-12-19,"2019-20",23,"3","R5","NT","Ref",1.14
2019-12-19,"2019-20",23,"4","R4","NT","Ref",0.34
2019-12-19,"2019-20",23,"4","R5","NT","Ref",0.88
2019-12-19,"2019-20",23,"1","R4","NT","V",17.27
2019-12-19,"2019-20",23,"1","R5","NT","V",7.88
2019-12-19,"2019-20",23,"2","R4","NT","V",2.22
2019-12-19,"2019-20",23,"2","R5","NT","V",18.66
2019-12-19,"2019-20",23,"3","R4","NT","V",5.23
2019-12-19,"2019-20",23,"3","R5","NT","V",17.46
2019-12-19,"2019-20",23,"4","R4","NT","V",8.47
2019-12-19,"2019-20",23,"4","R5","NT","V",15.34
2020-01-02,"2019-20",25,"1","R4","P","B",10.69
2020-01-02,"2019-20",25,"1","R5","P","B",17.07
2020-01-02,"2019-20",25,"2","R4","P","B",14.96
2020-01-02,"2019-20",25,"2","R5","P","B",15.59
2020-01-02,"2019-20",25,"3","R4","P","B",16.37
2020-01-02,"2019-20",25,"3","R5","P","B",22.28
2020-01-02,"2019-20",25,"4","R4","P","B",12.01
2020-01-02,"2019-20",25,"4","R5","P","B",18.09
2020-01-02,"2019-20",25,"1","R4","P","Ref",0.22
2020-01-02,"2019-20",25,"1","R5","P","Ref",0.19
2020-01-02,"2019-20",25,"2","R4","P","Ref",1.21
2020-01-02,"2019-20",25,"2","R5","P","Ref",2.65
2020-01-02,"2019-20",25,"3","R4","P","Ref",0.8
2020-01-02,"2019-20",25,"3","R5","P","Ref",2.44
2020-01-02,"2019-20",25,"4","R4","P","Ref",0.16
2020-01-02,"2019-20",25,"4","R5","P","Ref",0.36
2020-01-02,"2019-20",25,"1","R4","P","V",8.47
2020-01-02,"2019-20",25,"1","R5","P","V",13.66
2020-01-02,"2019-20",25,"2","R4","P","V",7.1
2020-01-02,"2019-20",25,"2","R5","P","V",9.67
2020-01-02,"2019-20",25,"3","R4","P","V",7.54
2020-01-02,"2019-20",25,"3","R5","P","V",19.49
2020-01-02,"2019-20",25,"4","R4","P","V",1.95
2020-01-02,"2019-20",25,"4","R5","P","V",9.47
2020-01-02,"2019-20",25,"1","R4","H","B",12.59
2020-01-02,"2019-20",25,"1","R5","H","B",16.77
2020-01-02,"2019-20",25,"2","R4","H","B",14.35
2020-01-02,"2019-20",25,"2","R5","H","B",17.32
2020-01-02,"2019-20",25,"3","R4","H","B",13.13
2020-01-02,"2019-20",25,"3","R5","H","B",12.54
2020-01-02,"2019-20",25,"4","R4","H","B",10.06
2020-01-02,"2019-20",25,"4","R5","H","B",12.69
2020-01-02,"2019-20",25,"1","R4","H","Ref",0.11
2020-01-02,"2019-20",25,"1","R5","H","Ref",2.56
2020-01-02,"2019-20",25,"2","R4","H","Ref",0.27
2020-01-02,"2019-20",25,"2","R5","H","Ref",0.33
2020-01-02,"2019-20",25,"3","R4","H","Ref",0.37
2020-01-02,"2019-20",25,"3","R5","H","Ref",0.05
2020-01-02,"2019-20",25,"4","R4","H","Ref",0.29
2020-01-02,"2019-20",25,"4","R5","H","Ref",0.07
2020-01-02,"2019-20",25,"1","R4","H","V",20.21
2020-01-02,"2019-20",25,"1","R5","H","V",15.03
2020-01-02,"2019-20",25,"2","R4","H","V",5.73
2020-01-02,"2019-20",25,"2","R5","H","V",8.44
2020-01-02,"2019-20",25,"3","R4","H","V",9.62
2020-01-02,"2019-20",25,"3","R5","H","V",11.18
2020-01-02,"2019-20",25,"4","R4","H","V",3.99
2020-01-02,"2019-20",25,"4","R5","H","V",11.3
2020-01-02,"2019-20",25,"1","R4","NT","B",13.54
2020-01-02,"2019-20",25,"1","R5","NT","B",16.24
2020-01-02,"2019-20",25,"2","R4","NT","B",13.34
2020-01-02,"2019-20",25,"2","R5","NT","B",14.97
2020-01-02,"2019-20",25,"3","R4","NT","B",14.64
2020-01-02,"2019-20",25,"3","R5","NT","B",11.65
2020-01-02,"2019-20",25,"4","R4","NT","B",16.91
2020-01-02,"2019-20",25,"4","R5","NT","B",14.14
2020-01-02,"2019-20",25,"1","R4","NT","Ref",0.48
2020-01-02,"2019-20",25,"1","R5","NT","Ref",1.07
2020-01-02,"2019-20",25,"2","R4","NT","Ref",0.19
2020-01-02,"2019-20",25,"2","R5","NT","Ref",0.32
2020-01-02,"2019-20",25,"3","R4","NT","Ref",0.17
2020-01-02,"2019-20",25,"3","R5","NT","Ref",0.79
2020-01-02,"2019-20",25,"4","R4","NT","Ref",0.46
2020-01-02,"2019-20",25,"4","R5","NT","Ref",0.62
2020-01-02,"2019-20",25,"1","R4","NT","V",15.79
2020-01-02,"2019-20",25,"1","R5","NT","V",10.14
2020-01-02,"2019-20",25,"2","R4","NT","V",1.91
2020-01-02,"2019-20",25,"2","R5","NT","V",16.25
2020-01-02,"2019-20",25,"3","R4","NT","V",3.17
2020-01-02,"2019-20",25,"3","R5","NT","V",13.67
2020-01-02,"2019-20",25,"4","R4","NT","V",5.85
2020-01-02,"2019-20",25,"4","R5","NT","V",11.76
2020-01-16,"2019-20",27,"1","R4","P","B",9.53
2020-01-16,"2019-20",27,"1","R5","P","B",15.13
2020-01-16,"2019-20",27,"2","R4","P","B",13.01
2020-01-16,"2019-20",27,"2","R5","P","B",14.44
2020-01-16,"2019-20",27,"3","R4","P","B",16.06
2020-01-16,"2019-20",27,"3","R5","P","B",19.37
2020-01-16,"2019-20",27,"4","R4","P","B",11.59
2020-01-16,"2019-20",27,"4","R5","P","B",16.29
2020-01-16,"2019-20",27,"1","R4","P","Ref",0.21
2020-01-16,"2019-20",27,"1","R5","P","Ref",0.17
2020-01-16,"2019-20",27,"2","R4","P","Ref",0.85
2020-01-16,"2019-20",27,"2","R5","P","Ref",3.01
2020-01-16,"2019-20",27,"3","R4","P","Ref",0.58
2020-01-16,"2019-20",27,"3","R5","P","Ref",2.26
2020-01-16,"2019-20",27,"4","R4","P","Ref",0.07
2020-01-16,"2019-20",27,"4","R5","P","Ref",0.49
2020-01-16,"2019-20",27,"1","R4","P","V",7.34
2020-01-16,"2019-20",27,"1","R5","P","V",12.01
2020-01-16,"2019-20",27,"2","R4","P","V",5.8
2020-01-16,"2019-20",27,"2","R5","P","V",8.86
2020-01-16,"2019-20",27,"3","R4","P","V",6.1
2020-01-16,"2019-20",27,"3","R5","P","V",16.94
2020-01-16,"2019-20",27,"4","R4","P","V",2.08
2020-01-16,"2019-20",27,"4","R5","P","V",8.26
2020-01-16,"2019-20",27,"1","R4","H","B",12.02
2020-01-16,"2019-20",27,"1","R5","H","B",15.38
2020-01-16,"2019-20",27,"2","R4","H","B",12.83
2020-01-16,"2019-20",27,"2","R5","H","B",16.15
2020-01-16,"2019-20",27,"3","R4","H","B",12.22
2020-01-16,"2019-20",27,"3","R5","H","B",11.93
2020-01-16,"2019-20",27,"4","R4","H","B",9.33
2020-01-16,"2019-20",27,"4","R5","H","B",11.02
2020-01-16,"2019-20",27,"1","R4","H","Ref",0.12
2020-01-16,"2019-20",27,"1","R5","H","Ref",2.23
2020-01-16,"2019-20",27,"2","R4","H","Ref",0.2
2020-01-16,"2019-20",27,"2","R5","H","Ref",0.26
2020-01-16,"2019-20",27,"3","R4","H","Ref",0.17
2020-01-16,"2019-20",27,"3","R5","H","Ref",0.05
2020-01-16,"2019-20",27,"4","R4","H","Ref",0.5
2020-01-16,"2019-20",27,"4","R5","H","Ref",0.1
2020-01-16,"2019-20",27,"1","R4","H","V",17.8
2020-01-16,"2019-20",27,"1","R5","H","V",13.3
2020-01-16,"2019-20",27,"2","R4","H","V",4.48
2020-01-16,"2019-20",27,"2","R5","H","V",7.44
2020-01-16,"2019-20",27,"3","R4","H","V",8.72
2020-01-16,"2019-20",27,"3","R5","H","V",10.43
2020-01-16,"2019-20",27,"4","R4","H","V",3.67
2020-01-16,"2019-20",27,"4","R5","H","V",10.65
2020-01-16,"2019-20",27,"1","R4","NT","B",12.58
2020-01-16,"2019-20",27,"1","R5","NT","B",15.72
2020-01-16,"2019-20",27,"2","R4","NT","B",12.44
2020-01-16,"2019-20",27,"2","R5","NT","B",13.58
2020-01-16,"2019-20",27,"3","R4","NT","B",13.73
2020-01-16,"2019-20",27,"3","R5","NT","B",10.95
2020-01-16,"2019-20",27,"4","R4","NT","B",15.51
2020-01-16,"2019-20",27,"4","R5","NT","B",13.1
2020-01-16,"2019-20",27,"1","R4","NT","Ref",0.33
2020-01-16,"2019-20",27,"1","R5","NT","Ref",0.81
2020-01-16,"2019-20",27,"2","R4","NT","Ref",0.16
2020-01-16,"2019-20",27,"2","R5","NT","Ref",0.27
2020-01-16,"2019-20",27,"3","R4","NT","Ref",0.21
2020-01-16,"2019-20",27,"3","R5","NT","Ref",0.54
2020-01-16,"2019-20",27,"4","R4","NT","Ref",0.29
2020-01-16,"2019-20",27,"4","R5","NT","Ref",0.77
2020-01-16,"2019-20",27,"1","R4","NT","V",16.46
2020-01-16,"2019-20",27,"1","R5","NT","V",8.43
2020-01-16,"2019-20",27,"2","R4","NT","V",2.07
2020-01-16,"2019-20",27,"2","R5","NT","V",15.11
2020-01-16,"2019-20",27,"3","R4","NT","V",2.8
2020-01-16,"2019-20",27,"3","R5","NT","V",11.67
2020-01-16,"2019-20",27,"4","R4","NT","V",4.88
2020-01-16,"2019-20",27,"4","R5","NT","V",11.09
2020-01-30,"2019-20",29,"1","R4","P","B",9.26
2020-01-30,"2019-20",29,"1","R5","P","B",14.52
2020-01-30,"2019-20",29,"2","R4","P","B",12.02
2020-01-30,"2019-20",29,"2","R5","P","B",13.16
2020-01-30,"2019-20",29,"3","R4","P","B",12.94
2020-01-30,"2019-20",29,"3","R5","P","B",17.69
2020-01-30,"2019-20",29,"4","R4","P","B",10.85
2020-01-30,"2019-20",29,"4","R5","P","B",14.52
2020-01-30,"2019-20",29,"1","R4","P","Ref",0.2
2020-01-30,"2019-20",29,"1","R5","P","Ref",0.18
2020-01-30,"2019-20",29,"2","R4","P","Ref",0.71
2020-01-30,"2019-20",29,"2","R5","P","Ref",2.75
2020-01-30,"2019-20",29,"3","R4","P","Ref",0.98
2020-01-30,"2019-20",29,"3","R5","P","Ref",2.1
2020-01-30,"2019-20",29,"4","R4","P","Ref",0.47
2020-01-30,"2019-20",29,"4","R5","P","Ref",0.69
2020-01-30,"2019-20",29,"1","R4","P","V",6.41
2020-01-30,"2019-20",29,"1","R5","P","V",11.7
2020-01-30,"2019-20",29,"2","R4","P","V",5.02
2020-01-30,"2019-20",29,"2","R5","P","V",8.53
2020-01-30,"2019-20",29,"3","R4","P","V",5.91
2020-01-30,"2019-20",29,"3","R5","P","V",14.83
2020-01-30,"2019-20",29,"4","R4","P","V",3.28
2020-01-30,"2019-20",29,"4","R5","P","V",7
2020-01-30,"2019-20",29,"1","R4","H","B",11.59
2020-01-30,"2019-20",29,"1","R5","H","B",13.94
2020-01-30,"2019-20",29,"2","R4","H","B",12.02
2020-01-30,"2019-20",29,"2","R5","H","B",14.77
2020-01-30,"2019-20",29,"3","R4","H","B",11.46
2020-01-30,"2019-20",29,"3","R5","H","B",10.42
2020-01-30,"2019-20",29,"4","R4","H","B",8.83
2020-01-30,"2019-20",29,"4","R5","H","B",10.07
2020-01-30,"2019-20",29,"1","R4","H","Ref",0.23
2020-01-30,"2019-20",29,"1","R5","H","Ref",2.2
2020-01-30,"2019-20",29,"2","R4","H","Ref",0.28
2020-01-30,"2019-20",29,"2","R5","H","Ref",0.33
2020-01-30,"2019-20",29,"3","R4","H","Ref",0.33
2020-01-30,"2019-20",29,"3","R5","H","Ref",0.07
2020-01-30,"2019-20",29,"4","R4","H","Ref",0.47
2020-01-30,"2019-20",29,"4","R5","H","Ref",0.4
2020-01-30,"2019-20",29,"1","R4","H","V",16.78
2020-01-30,"2019-20",29,"1","R5","H","V",12.1
2020-01-30,"2019-20",29,"2","R4","H","V",4.24
2020-01-30,"2019-20",29,"2","R5","H","V",6.89
2020-01-30,"2019-20",29,"3","R4","H","V",8.11
2020-01-30,"2019-20",29,"3","R5","H","V",10.03
2020-01-30,"2019-20",29,"4","R4","H","V",3.78
2020-01-30,"2019-20",29,"4","R5","H","V",10.13
2020-01-30,"2019-20",29,"1","R4","NT","B",12.25
2020-01-30,"2019-20",29,"1","R5","NT","B",15.33
2020-01-30,"2019-20",29,"2","R4","NT","B",12.06
2020-01-30,"2019-20",29,"2","R5","NT","B",12.06
2020-01-30,"2019-20",29,"3","R4","NT","B",13.11
2020-01-30,"2019-20",29,"3","R5","NT","B",9.51
2020-01-30,"2019-20",29,"4","R4","NT","B",14.16
2020-01-30,"2019-20",29,"4","R5","NT","B",12.01
2020-01-30,"2019-20",29,"1","R4","NT","Ref",0.57
2020-01-30,"2019-20",29,"1","R5","NT","Ref",0.73
2020-01-30,"2019-20",29,"2","R4","NT","Ref",0.19
2020-01-30,"2019-20",29,"2","R5","NT","Ref",0.19
2020-01-30,"2019-20",29,"3","R4","NT","Ref",0.35
2020-01-30,"2019-20",29,"3","R5","NT","Ref",0.43
2020-01-30,"2019-20",29,"4","R4","NT","Ref",0.16
2020-01-30,"2019-20",29,"4","R5","NT","Ref",0.84
2020-01-30,"2019-20",29,"1","R4","NT","V",14.45
2020-01-30,"2019-20",29,"1","R5","NT","V",6.2
2020-01-30,"2019-20",29,"2","R4","NT","V",2.2
2020-01-30,"2019-20",29,"2","R5","NT","V",12.83
2020-01-30,"2019-20",29,"3","R4","NT","V",3.02
2020-01-30,"2019-20",29,"3","R5","NT","V",12.11
2020-01-30,"2019-20",29,"4","R4","NT","V",4.53
2020-01-30,"2019-20",29,"4","R5","NT","V",9.93
2020-02-13,"2019-20",31,"1","R4","P","B",9
2020-02-13,"2019-20",31,"1","R5","P","B",13.6
2020-02-13,"2019-20",31,"2","R4","P","B",11.3
2020-02-13,"2019-20",31,"2","R5","P","B",11.3
2020-02-13,"2019-20",31,"3","R4","P","B",14.3
2020-02-13,"2019-20",31,"3","R5","P","B",16
2020-02-13,"2019-20",31,"4","R4","P","B",9.7
2020-02-13,"2019-20",31,"4","R5","P","B",12.1
2020-02-13,"2019-20",31,"1","R4","P","Ref",0.2
2020-02-13,"2019-20",31,"1","R5","P","Ref",0.1
2020-02-13,"2019-20",31,"2","R4","P","Ref",0.6
2020-02-13,"2019-20",31,"2","R5","P","Ref",4.2
2020-02-13,"2019-20",31,"3","R4","P","Ref",1.9
2020-02-13,"2019-20",31,"3","R5","P","Ref",5.9
2020-02-13,"2019-20",31,"4","R4","P","Ref",1.7
2020-02-13,"2019-20",31,"4","R5","P","Ref",1.1
2020-02-13,"2019-20",31,"1","R4","P","V",5.7
2020-02-13,"2019-20",31,"1","R5","P","V",10.2
2020-02-13,"2019-20",31,"2","R4","P","V",4.4
2020-02-13,"2019-20",31,"2","R5","P","V",7.9
2020-02-13,"2019-20",31,"3","R4","P","V",4.8
2020-02-13,"2019-20",31,"3","R5","P","V",12.8
2020-02-13,"2019-20",31,"4","R4","P","V",5
2020-02-13,"2019-20",31,"4","R5","P","V",6
2020-02-13,"2019-20",31,"1","R4","H","B",11
2020-02-13,"2019-20",31,"1","R5","H","B",12.5
2020-02-13,"2019-20",31,"2","R4","H","B",10.5
2020-02-13,"2019-20",31,"2","R5","H","B",13.1
2020-02-13,"2019-20",31,"3","R4","H","B",10.6
2020-02-13,"2019-20",31,"3","R5","H","B",8.8
2020-02-13,"2019-20",31,"4","R4","H","B",8.5
2020-02-13,"2019-20",31,"4","R5","H","B",9.1
2020-02-13,"2019-20",31,"1","R4","H","Ref",0.2
2020-02-13,"2019-20",31,"1","R5","H","Ref",2.8
2020-02-13,"2019-20",31,"2","R4","H","Ref",0.2
2020-02-13,"2019-20",31,"2","R5","H","Ref",0.3
2020-02-13,"2019-20",31,"3","R4","H","Ref",0.4
2020-02-13,"2019-20",31,"3","R5","H","Ref",0.3
2020-02-13,"2019-20",31,"4","R4","H","Ref",0.7
2020-02-13,"2019-20",31,"4","R5","H","Ref",0.9
2020-02-13,"2019-20",31,"1","R4","H","V",14.3
2020-02-13,"2019-20",31,"1","R5","H","V",12.4
2020-02-13,"2019-20",31,"2","R4","H","V",4.3
2020-02-13,"2019-20",31,"2","R5","H","V",6.2
2020-02-13,"2019-20",31,"3","R4","H","V",7.2
2020-02-13,"2019-20",31,"3","R5","H","V",9.7
2020-02-13,"2019-20",31,"4","R4","H","V",3.7
2020-02-13,"2019-20",31,"4","R5","H","V",8.8
2020-02-13,"2019-20",31,"1","R4","NT","B",10.5
2020-02-13,"2019-20",31,"1","R5","NT","B",13.4
2020-02-13,"2019-20",31,"2","R4","NT","B",11
2020-02-13,"2019-20",31,"2","R5","NT","B",10.5
2020-02-13,"2019-20",31,"3","R4","NT","B",11.7
2020-02-13,"2019-20",31,"3","R5","NT","B",8.2
2020-02-13,"2019-20",31,"4","R4","NT","B",12.3
2020-02-13,"2019-20",31,"4","R5","NT","B",10.3
2020-02-13,"2019-20",31,"1","R4","NT","Ref",0.7
2020-02-13,"2019-20",31,"1","R5","NT","Ref",1
2020-02-13,"2019-20",31,"2","R4","NT","Ref",0.2
2020-02-13,"2019-20",31,"2","R5","NT","Ref",0.2
2020-02-13,"2019-20",31,"3","R4","NT","Ref",0.2
2020-02-13,"2019-20",31,"3","R5","NT","Ref",0.4
2020-02-13,"2019-20",31,"4","R4","NT","Ref",0.3
2020-02-13,"2019-20",31,"4","R5","NT","Ref",1.1
2020-02-13,"2019-20",31,"1","R4","NT","V",14.3
2020-02-13,"2019-20",31,"1","R5","NT","V",5.4
2020-02-13,"2019-20",31,"2","R4","NT","V",3.7
2020-02-13,"2019-20",31,"2","R5","NT","V",11.4
2020-02-13,"2019-20",31,"3","R4","NT","V",4
2020-02-13,"2019-20",31,"3","R5","NT","V",11.9
